id,title,content.descriptiveNonRepeating.record_link,content.descriptiveNonRepeating.title.content,content.descriptiveNonRepeating.data_source,content.indexedStructured.date,content.indexedStructured.object_type,content.indexedStructured.name,content.indexedStructured.topic,content.indexedStructured.language,content.indexedStructured.place,content.freetext.date,content.indexedStructured.culture,content.indexedStructured.online_media_rights,content.indexedStructured.online_media_type,content.freetext.culture,content.freetext.publisher
ld1-1646149545906-1646150220113-1,"Une Française au Soudan : sur la route de Tombouctou, du Sénégal au Niger / Madame Paul Bonnetain",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!265587~!0#focus,"Une Française au Soudan : sur la route de Tombouctou, du Sénégal au Niger / Madame Paul Bonnetain",Smithsonian Libraries,['1890s'],"['Books', 'Electronic information resources']","['Bonnetain, Paul']",['Description and travel'],['French language'],"['Tombouctou (Mali)', 'Mali']","[{'label': 'Date', 'content': '1894'}]",,,['Scanned books'],,
ld1-1646149545906-1646150522342-2,Sierra Leone und Yoruba,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1092361~!0#focus,Sierra Leone und Yoruba,Smithsonian Libraries,"['1880s', '1890s', '1850s', '1860s', '1870s']",['Books'],"['Bascom, William Russell']","['Slavery', 'Missionaries', 'History']",['German language'],"['Sierra Leone', 'Nigeria', 'Africa, West']","[{'label': 'Date', 'content': '1870'}, {'label': 'Date', 'content': 'To 1896'}, {'label': 'Date', 'content': '1851-1899'}]",,,,,
ld1-1646149545906-1646150228804-0,Ananse und andere Erz̃hlungen aus Afrika zur narrativen Kultur Afrikas aus deutscher und afrikanischer Perspektive Bea Lundt (Hg.),https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1108952~!0#focus,Ananse und andere Erz̃hlungen aus Afrika zur narrativen Kultur Afrikas aus deutscher und afrikanischer Perspektive Bea Lundt (Hg.),Smithsonian Libraries,['2010s'],['Books'],,"['Benin', 'Folk tales', 'Anansi', 'Storytelling', 'Folklore', 'Mythology']",['German language'],"['Benin', 'Africa', 'Ghana']","[{'label': 'Date', 'content': '2018'}]",,,,,
ld1-1646149545906-1646150848782-0,Malimba la nuova Africa al Festival di Dakar Folco Quilici,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1116758~!0#focus,Malimba la nuova Africa al Festival di Dakar Folco Quilici,Smithsonian Libraries,['1960s'],['Books'],"['World Festival of Negro Art', 'Quilici, Folco']","['Festivals', 'Civilization', 'Art']",['Italian language'],"['Dakar', 'Africa, Sub-Saharan', 'Senegal', 'Sub-Saharan Africa']","[{'label': 'Date', 'content': '1967'}]",['Africans'],,,,
ld1-1646149545906-1646150040172-0,The life and travels of Mungo Park with a supplementary chapter detailing the results of recent discovery in Africa,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!955265~!0#focus,The life and travels of Mungo Park with a supplementary chapter detailing the results of recent discovery in Africa,Smithsonian Libraries,['1890s'],['Books'],"['Park, Mungo']","['Discovery and exploration', 'Discoveries in geography']",['English language'],"['Niger River Valley', 'Niger River', 'Africa', 'Africa, West']","[{'label': 'Date', 'content': '1899'}]",,,,,
ld1-1646149545906-1646150050834-1,"Dahomé, Niger, Touareg récit de voyage commandant Toutée",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!965687~!0#focus,"Dahomé, Niger, Touareg récit de voyage commandant Toutée",Smithsonian Libraries,['1890s'],['Books'],"['Toutée, G.-J']",['Description and travel'],['French language'],"['Benin', 'Mali', 'Niger River']","[{'label': 'Date', 'content': '1898'}]",['Tuaregs'],,,,
ld1-1646149545906-1646150768126-1,Gazetteer of plant collecting localities in Ghana cited in Flora of west tropical Africa / by J.B. Hall,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!156657~!0#focus,Gazetteer of plant collecting localities in Ghana cited in Flora of west tropical Africa / by J.B. Hall,Smithsonian Libraries,['1980s'],"['Gazetteers (dictionaries)', 'Books']","['Hutchinson, J', 'Hall, J. B']","['Phytogeography', 'Plant collecting', 'Plant collectors']",['English language'],['Ghana'],"[{'label': 'Date', 'content': '1980'}]",,,,,
ld1-1646149545906-1646150372790-1,Au Mali et au Niger : [guide / établi par Richard Noblet],https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!139480~!0#focus,Au Mali et au Niger : [guide / établi par Richard Noblet],Smithsonian Libraries,['1980s'],"['Books', 'Guidebooks']","['Noblet, Richard']",['Description and travel'],['French language'],"['Mali', 'Niger']","[{'label': 'Date', 'content': '1980'}, {'label': 'Date', 'content': 'C1980'}]",,,,,
ld1-1646149545906-1646150285457-1,Os akixi (mascarados) do nordeste de Angola / por Mesquitela Lima,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!139519~!0#focus,Os akixi (mascarados) do nordeste de Angola / por Mesquitela Lima,Smithsonian Libraries,['1960s'],['Books'],"['Lima, Augusto Guilherme Mesquitela', 'Museu do Dundo (Angola)']","['Ethnologie', 'Ethnology', 'Masks', 'Masques']","['English language', 'Portuguese language', 'French language']","['Angola', 'Afrique']","[{'label': 'Date', 'content': '1967'}]",,,,,
ld1-1646149545906-1646150356103-0,"Mali, Niger / par Air Afrique ; sous la direction d'Arlette Eyraud ; avec le concours de Jean Devisse ... [et al.]",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!147565~!0#focus,"Mali, Niger / par Air Afrique ; sous la direction d'Arlette Eyraud ; avec le concours de Jean Devisse ... [et al.]",Smithsonian Libraries,['1970s'],"['Books', 'Guidebooks']","['Air Afrique', 'Eyraud, Arlette', 'Devisse, Jean']",['Description and travel'],['French language'],"['Mali', 'Niger']","[{'label': 'Date', 'content': '1979'}, {'label': 'Date', 'content': 'C1979'}]",,,,,
ld1-1643407100205-1643407132983-0,Clay Ball,http://n2t.net/ark:/65665/391daed29-6523-4f6e-8be4-e19aaf06ad36,Clay Ball,NMNH - Anthropology Dept.,['1920s'],['Balls (object genre)'],['George Scott'],"['Archaeology', 'Anthropology']",,"['Nyanza (not certain)', 'Kenya (not certain) / Tanzania (not certain) / Uganda (not certain)', 'Africa', 'Lake Victoria']","[{'label': 'Accession Date', 'content': '27 Jun 1921'}]",,,['Images'],,
ld1-1646149545906-1646149652560-2,The Turko-Egyptian regime in the Sudan / by Isola Olomola,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1053641~!0#focus,The Turko-Egyptian regime in the Sudan / by Isola Olomola,Smithsonian Libraries,"['1820s', '1830s', '1880s', '1840s', '1850s', '1860s', '1970s', '1870s']",['Articles'],"['Gordon, Charles George', 'Olomola, Isola', 'Ismail', 'Smithsonian Libraries']","['Slavery', 'Colonies', 'Relations', 'History']",['English language'],"['Sudan', 'Egypt']","[{'label': 'Date', 'content': '1977'}, {'label': 'Date', 'content': '1821-1881'}]",,,,,
ld1-1646149545906-1646150658533-0,"Islands of white : settler society and culture in Kenya and Southern Rhodesia, 1890-1939 / Dane Kennedy",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!311558~!0#focus,"Islands of white : settler society and culture in Kenya and Southern Rhodesia, 1890-1939 / Dane Kennedy",Smithsonian Libraries,"['1920s', '1910s', '1940s', '1930s', '1900s', '1890s', '1960s', '1950s', '1980s']",['Books'],"['Kennedy, Dane Keith']","['Land settlement', 'Frontier and pioneer life', 'Society', 'History', 'White people']",['English language'],"['Zimbabwe', 'Kenya']","[{'label': 'Date', 'content': '1987'}, {'label': 'Date', 'content': 'C1987'}, {'label': 'Date', 'content': '1895-1963'}]",,,,,
ld1-1646149545906-1646149987212-1,"Dahomé, Niger, Touareg : récit de voyage / Colonel Toutée",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!313991~!0#focus,"Dahomé, Niger, Touareg : récit de voyage / Colonel Toutée",Smithsonian Libraries,['1900s'],"['Books', 'Electronic information resources']","['Toutée, G.-J']",['Description and travel'],['French language'],"['Benin', 'Mali', 'Niger River']","[{'label': 'Date', 'content': '1908'}]",['Tuaregs'],,['Scanned books'],,
ld1-1646149545906-1646150837367-0,Au Mali et au Niger / [Richard Noblet],https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!368189~!0#focus,Au Mali et au Niger / [Richard Noblet],Smithsonian Libraries,['1980s'],"['Books', 'Guidebooks']","['Noblet, Richard', 'Klotchkoff, Jean-Claude', 'Dayak, Mano']",['Description and travel'],['French language'],"['Mali', 'Niger']","[{'label': 'Date', 'content': '1987'}, {'label': 'Date', 'content': 'C1987'}]",,,,,
ld1-1646149545906-1646150527974-1,"Les populations communes de la Côte-d'Ivoire et du Ghana / Colloque inter-universitaire Ghana-Côte-d'Ivoire, Bondoukou, 4-9 janvier 1974",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!380398~!0#focus,"Les populations communes de la Côte-d'Ivoire et du Ghana / Colloque inter-universitaire Ghana-Côte-d'Ivoire, Bondoukou, 4-9 janvier 1974",Smithsonian Libraries,['1970s'],"['Conferences', 'Books']","['University of Ghana', ""Université d'Abidjan"", ""Colloque inter-universitaire Ghana-Côte-d'Ivoire""]","['History', 'Social conditions']",['French language'],"[""Côte d'Ivoire"", 'Ghana']","[{'label': 'Date', 'content': '1974'}]",,,,,
ld1-1646149545906-1646150819403-2,"Life, scenery and customs in Sierra Leone and the Gambia / by Thomas Eyre Poole",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!438116~!0#focus,"Life, scenery and customs in Sierra Leone and the Gambia / by Thomas Eyre Poole",Smithsonian Libraries,['1850s'],"['Books', 'Electronic information resources']","['Poole, Thomas Eyre']",['Society'],['English language'],"['Gambia', 'Sierra Leone']","[{'label': 'Date', 'content': '1850'}]",,,['Scanned books'],,
ld1-1646149545906-1646150615080-1,Populations anciennes du sud du lac Tchad,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!490484~!0#focus,Populations anciennes du sud du lac Tchad,Smithsonian Libraries,['1990s'],['Articles'],"['Lebeuf, Jean Paul', 'Smithsonian Libraries']",['Sao Empire'],['French language'],"['Logone River Valley (Chad and Cameroon)', 'Moyen-Chari (Chad)', 'Chad, Lake, Watershed']","[{'label': 'Date', 'content': '1992'}]",['São (African people)'],,,,
ld1-1646149545906-1646149727799-1,Une région privilégiée : la zone lacustre : histoire et tradition orale,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!491259~!0#focus,Une région privilégiée : la zone lacustre : histoire et tradition orale,Smithsonian Libraries,['1990s'],['Articles'],"['Dembélé, Mamadi', 'Smithsonian Libraries']",['History'],['French language'],"['Songhai Empire', 'Mali', 'Mali (Empire)', 'Ghana (Empire)']","[{'label': 'Date', 'content': '1991'}]",,,,,
ld1-1646149545906-1646150229037-1,The archaeology of sub-Saharan urbanism : cities and their countrysides / Adria LaViolette and Jeffrey Fleisher,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!768782~!0#focus,The archaeology of sub-Saharan urbanism : cities and their countrysides / Adria LaViolette and Jeffrey Fleisher,Smithsonian Libraries,['2000s'],['Articles'],"['Fleisher, Jeffrey B', 'LaViolette, Adria Jean', 'Smithsonian Libraries']","['Civilization', 'Cities and towns', 'Urbanization', 'History', 'Swahili coastal towns']",['English language'],"['Indian Coast (Africa)', 'Inland Niger Delta', 'Mali', 'Africa', 'Zimbabwe']","[{'label': 'Date', 'content': '2005'}]",,,,,
ld1-1646149545906-1646150141637-1,Exposição etnográfica de instrumentos musicais e máscaras dos povos de Angola organização da Divisão de Etnologia e Etnografia do I.I.C.A. e do Museu de Angola,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!77235~!0#focus,Exposição etnográfica de instrumentos musicais e máscaras dos povos de Angola organização da Divisão de Etnologia e Etnografia do I.I.C.A. e do Museu de Angola,Smithsonian Libraries,['1960s'],"['Exhibition catalogs', 'Exhibitions (events)']","['Museu de Angola', 'Instituto de Investigação Científica de Angola']","['Musical instruments', 'Masks']",['Portuguese language'],['Angola'],"[{'label': 'Date', 'content': '1964'}]",,,,,
ld1-1646149545906-1646150153593-1,Picture of the Niger Delta / Ebiegberi Joe Alagoa,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1092758~!0#focus,Picture of the Niger Delta / Ebiegberi Joe Alagoa,Smithsonian Libraries,['2010s'],['Articles'],"['Alagoa, Ebiegberi Joe', 'Smithsonian Libraries']",['History'],['English language'],"['Niger River Delta (Nigeria)', 'Bonny (Nigeria)']","[{'label': 'Date', 'content': '2017'}]",['Ijo (African people)'],,,,
ld1-1646149545906-1646150432853-1,"Africa south of the Sahara; index to periodical literature, 1900-1970",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!10212~!0#focus,"Africa south of the Sahara; index to periodical literature, 1900-1970",Smithsonian Libraries,['1970s'],"['Periodicals', 'Books', 'Indexes (reference sources)']",['Library of Congress'],,['English language'],"['Africa, Sub-Saharan']","[{'label': 'Date', 'content': '1971'}]",,,,,
ld1-1646149545906-1646150646789-2,"Egypt and the Sûdân; handbook for travellers, by Karl Baedeker; with 22 maps, 85 plans, and 55 vignettes",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!210112~!0#focus,"Egypt and the Sûdân; handbook for travellers, by Karl Baedeker; with 22 maps, 85 plans, and 55 vignettes",Smithsonian Libraries,['1910s'],"['Books', 'Guidebooks']",['Karl Baedeker (Firm)'],['Guidebooks'],['English language'],"['Egypt', 'Sudan']","[{'label': 'Date', 'content': '1914'}]",,,,,
ld1-1646149545906-1646150563920-1,"Through Nigeria to Lake Chad, by Frederick William Hugh Migeod ... illustrated by 38 photographs, 11 plates of face marks and two maps",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!257283~!0#focus,"Through Nigeria to Lake Chad, by Frederick William Hugh Migeod ... illustrated by 38 photographs, 11 plates of face marks and two maps",Smithsonian Libraries,['1920s'],['Books'],"['Migeod, F. W. H']","['Description and travel', 'Ethnology']",['English language'],"['Borno State', 'Borno State (Nigeria)', 'Nigeria']","[{'label': 'Date', 'content': '1924'}]",,,,,
ld1-1646149545906-1646149556689-0,Tramps round the Mountains of the Moon and through the back gate of the Congo State by T. Broadwood Johnson ... With an introduction by T. F. Victor Buxton,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!270904~!0#focus,Tramps round the Mountains of the Moon and through the back gate of the Congo State by T. Broadwood Johnson ... With an introduction by T. F. Victor Buxton,Smithsonian Libraries,['1900s'],['Books'],"['Johnson, T. Broadwood']",['Description and travel'],['English language'],"['Africa, Central', 'Congo (Democratic Republic)', 'Central Africa']","[{'label': 'Date', 'content': '1908'}]",,,,,
ld1-1646149545906-1646150739767-0,Sur le Niger et au pays des Touaregs la mission Hourst par le lieutenant de Vaisseau Hourst,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!274515~!0#focus,Sur le Niger et au pays des Touaregs la mission Hourst par le lieutenant de Vaisseau Hourst,Smithsonian Libraries,['1890s'],['Books'],['Hourst'],['Description and travel'],['French language'],"['Mali', 'Niger River', 'Sudan']","[{'label': 'Date', 'content': '1898'}]",['Tuaregs'],,,,
ld1-1646149545906-1646150367405-1,"Biskra : la reine des Zibans, album-souvenir LL",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!288413~!0#focus,"Biskra : la reine des Zibans, album-souvenir LL",Smithsonian Libraries,['1930s'],"['Pictorial works', 'Books']",,['Pictorial works'],['French language'],"['Biskra (Algeria)', 'Algeria', 'Ziban (Algeria)']","[{'label': 'Date', 'content': '1930'}, {'label': 'Date', 'content': '1939'}, {'label': 'Date', 'content': '[193-?]'}]",,,,,
ld1-1646149545906-1646150731893-0,"Egypt, the Soudan and Central Africa with explorations from Khartoum on the White Nile, to the regions of the equator; being sketches from sixteen years' travel by John Petherick",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!289149~!0#focus,"Egypt, the Soudan and Central Africa with explorations from Khartoum on the White Nile, to the regions of the equator; being sketches from sixteen years' travel by John Petherick",Smithsonian Libraries,"['1800s', '1810s', '1820s', '1830s', '1880s', '1890s', '1840s', '1850s', '1860s', '1870s']",['Books'],"['Petherick, John']",['Description and travel'],['English language'],"['Egypt', 'Sudan']","[{'label': 'Date', 'content': '1861'}, {'label': 'Date', 'content': '19th century'}]",,,,,
ld1-1646149545906-1646150236917-2,Masquerade / Onuora Nzekwu,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!594641~!0#focus,Masquerade / Onuora Nzekwu,Smithsonian Libraries,['1960s'],['Articles'],"['Nzekwu, Onuora', 'Smithsonian Libraries']","['Rites and ceremonies', 'Sawfishes in African art']",['English language'],"['Niger River Delta', 'Nigeria', 'Nigeria, Eastern', 'Cross River Region (Cameroon and Nigeria)']","[{'label': 'Date', 'content': '1960'}]",['Igbo (African people)'],,,,
ld1-1646149545906-1646150631785-1,Ethiopia and Bahr Mdir (Eritrea): chronology of events from antiquity to the present,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!599119~!0#focus,Ethiopia and Bahr Mdir (Eritrea): chronology of events from antiquity to the present,Smithsonian Libraries,['1990s'],['Articles'],"['Milkias, Paulos', 'Smithsonian Libraries']","['Relations', 'Chronology', 'History']",['French language'],"['Eritrea', 'Ethiopea', 'Ethiopia']","[{'label': 'Date', 'content': '1998'}]",,,,,
ld1-1646149545906-1646149682905-0,La vie des Noirs d'Afrique : du Sénégal au Congo / par André Demaison,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!625630~!0#focus,La vie des Noirs d'Afrique : du Sénégal au Congo / par André Demaison,Smithsonian Libraries,"['1920s', '1910s', '1940s', '1930s', '1900s', '1990s', '1960s', '1950s', '1980s', '1970s']",['Books'],"['Demaison, André']","['Civilization', 'Black people', 'Society']",['French language'],"['Africa, Central', 'Africa', 'Africa, West']","[{'label': 'Date', 'content': '1950'}, {'label': 'Date', 'content': '20th century'}]",,,,,
ld1-1646149545906-1646150663517-0,"Dahomé, Niger, Touareg : récit de voyage / commandant Toutée",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!628998~!0#focus,"Dahomé, Niger, Touareg : récit de voyage / commandant Toutée",Smithsonian Libraries,['1890s'],"['Books', 'Electronic information resources']","['Toutée, G.-J']",['Description and travel'],['French language'],"['Benin', 'Mali', 'Niger River']","[{'label': 'Date', 'content': '1897'}]",['Tuaregs'],,['Scanned books'],,
ld1-1646149545906-1646150467936-1,"Archaeological investigations at the Jennʹe-jeno Settlement Complex, Inland Niger Delta, Mali, West Africa / by Mary E. Clark",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!739057~!0#focus,"Archaeological investigations at the Jennʹe-jeno Settlement Complex, Inland Niger Delta, Mali, West Africa / by Mary E. Clark",Smithsonian Libraries,['2000s'],"['Academic theses', 'Manuscripts']","['Clark, Mary E']","['Antiquities', 'Excavations (Archaeology)', 'Antiquities, Prehistoric']",['English language'],"['Mali', 'Djenné Region', 'Djenné', 'Djenné (Mali)']","[{'label': 'Date', 'content': '2003'}]",,,,,
ld1-1646149545906-1646150767819-0,"Die Farben Afrikas : die Kunst der Frauen von Mauretanien, Senegal, Mali, Elfenbeinküste, Burkina Faso, Ghana, Nigeria / Fotos und Text von Margaret Courtney-Clarke ; Vorwort von Maya Angelou ; [aus dem Englischen von Werner Petermann]",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!535133~!0#focus,"Die Farben Afrikas : die Kunst der Frauen von Mauretanien, Senegal, Mali, Elfenbeinküste, Burkina Faso, Ghana, Nigeria / Fotos und Text von Margaret Courtney-Clarke ; Vorwort von Maya Angelou ; [aus dem Englischen von Werner Petermann]",Smithsonian Libraries,['1990s'],['Pictorial works'],"['Courtney-Clarke, Margaret']","['Women', 'Art', 'Architecture', 'Artists']","['English language', 'German language']","['Africa, West']","[{'label': 'Date', 'content': '1995'}]","['West Africans', 'Blacks']",,,,
ld1-1646149545906-1646150067268-0,Banamba and the salt trade of the western Sudan,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!547579~!0#focus,Banamba and the salt trade of the western Sudan,Smithsonian Libraries,['1990s'],['Articles'],"['McDougall, Elizabeth Ann', 'Smithsonian Libraries']","['Salt industry and trade', 'Business']",['English language'],"['Senegal', 'Mali', 'Sudan (Region)']","[{'label': 'Date', 'content': '1990'}]",,,,,
ld1-1646149545906-1646150779961-1,Sudan & Nubia : the Sudan Archaeological Research Society bulletin,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!553891~!0#focus,Sudan & Nubia : the Sudan Archaeological Research Society bulletin,Smithsonian Libraries,['1990s'],['Periodicals'],['Sudan Archaeological Research Society'],"['Archaeology', 'Antiquities']",['English language'],"['Nubia', 'Sudan']","[{'label': 'Date', 'content': '1997'}, {'label': 'Date', 'content': '1997-'}]",,,,,
ld1-1646149545906-1646149817792-0,"The rock-engravings of Griqualand West & Bechuanaland South Africa, by M. Wilman ..",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!133571~!0#focus,"The rock-engravings of Griqualand West & Bechuanaland South Africa, by M. Wilman ..",Smithsonian Libraries,['1930s'],['Books'],"['Wilman, M']","['Art', 'Antiquities', 'Pétroglyphes', 'Petroglyphs']",['English language'],"['Griqualand West (South Africa)', 'Botswana', 'South Africa', 'Griqualand West']","[{'label': 'Date', 'content': '1933'}]",['San (African people)'],,,,
ld1-1646149545906-1646149791895-2,The golden rhinoceros : histories of the African Middle Ages / François-Xavier Fauvelle ; translated by Troy Tice,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1100986~!0#focus,The golden rhinoceros : histories of the African Middle Ages / François-Xavier Fauvelle ; translated by Troy Tice,Smithsonian Libraries,"['2010s', '1400s']",['Books'],"['Fauvelle-Aymar, François-Xavier', 'Tice, Troy']","['Discovery and exploration', 'Civilization', 'History']","['English language', 'French language']",['Africa'],"[{'label': 'Date', 'content': '2018'}, {'label': 'Date', 'content': 'To 1498'}]",,,,,
ld1-1657182637698-1657182641099-0,"Illustrated history of butterflies of the Afrotropical Indian Ocean Islands Madagascar, Comoros, Seychelles, Reunion, Mauritius, Rodrigues and Socotra. book",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1156128~!0#focus,"Illustrated history of butterflies of the Afrotropical Indian Ocean Islands Madagascar, Comoros, Seychelles, Reunion, Mauritius, Rodrigues and Socotra. book",Smithsonian Libraries,['2020s'],['Books'],,,,,"[{'label': 'Date', 'content': '2021'}]",,,,,
ld1-1646149545906-1646150019197-2,Bulletin de Madagascar,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!119705~!0#focus,Bulletin de Madagascar,Smithsonian Libraries,"['1950s', '1970s']",['Periodicals'],['Madagascar'],,['French language'],['Madagascar'],"[{'label': 'Date', 'content': '1950'}, {'label': 'Date', 'content': '1974'}]",,,,,
ld1-1646149545906-1646150762207-1,Le Bénin / Bernard Passot,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!456381~!0#focus,Le Bénin / Bernard Passot,Smithsonian Libraries,['1990s'],"['Books', 'Guidebooks']","['Passot, Bernard']",,['French language'],"['Benin', 'Bénin']","[{'label': 'Date', 'content': '1993'}, {'label': 'Date', 'content': '©1993'}]",,,,,
ld1-1646149545906-1646149908161-1,Official guide book of Ghana,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!261618~!0#focus,Official guide book of Ghana,Smithsonian Libraries,['1960s'],"['Periodicals', 'Guidebooks']",['Ghana'],,['English language'],['Ghana'],"[{'label': 'Date', 'content': '1969'}]",,,,,
ld1-1667464230914-1667464231052-1,"Catalog of postal stationery airgraphs : United Kingdom, East Africa Command, Ceylon, Egypt, India, Palestine, South Africa, Southern Rhodesia : World War II microforms for microfilming and resultant photograph letters",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1154357~!0#focus,"Catalog of postal stationery airgraphs : United Kingdom, East Africa Command, Ceylon, Egypt, India, Palestine, South Africa, Southern Rhodesia : World War II microforms for microfilming and resultant photograph letters",Smithsonian Libraries,['2020s'],['Books'],,,,,"[{'label': 'Date', 'content': '2020'}]",,,,,
ld1-1646149545906-1646149677766-1,L'Africaniste peintre officiel de la Croisière noire : 28 octobre 1924-26 juin 1925,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1117653~!0#focus,L'Africaniste peintre officiel de la Croisière noire : 28 octobre 1924-26 juin 1925,Smithsonian Libraries,"['1920s', '1910s', '1940s', '2000s', '1930s', '1900s', '1990s', '1960s', '1950s', '1980s', '1970s']","['Pictorial works', 'Exhibitions (events)']","['La Baume, Caroline Haardt de', 'Smithsonian Libraries', 'Expedition Citroen Centre-Afrique', 'Iacovleff, Alexandre']","['Art', 'Baka (African people)', 'Ethnic groups', 'Sultans']",['French language'],"['Congo (Democratic Republic)', 'Niger', 'Africa', 'Tanzania', 'Chad', 'Madagascar', 'Central African Republic', 'Sahara']","[{'label': 'Date', 'content': '2000'}, {'label': 'Date', 'content': '20th century'}]","['Pygmies', 'Africans', 'Mangbetu (African people)']",,,,
ld1-1646149545906-1646150547118-1,"African initiatives in religion : 21 studies from Eastern and Central Africa / David B. Barrett, editor",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!56831~!0#focus,"African initiatives in religion : 21 studies from Eastern and Central Africa / David B. Barrett, editor",Smithsonian Libraries,"['1960s', '1970s']","['Conference papers and proceedings', 'Conferences', 'Nairobi (1968)', 'Books']","['Barrett, David B', 'Workshop in Religious Research']","['Godsdienstige bewegingen', 'Kongress', 'Godsdienstgeschiedenis', 'Religion', 'Church history']",['English language'],"['Africa, Eastern', 'Eastern Africa', 'Nairobi', 'Africa', 'Afrika']","[{'label': 'Date', 'content': '1971'}, {'label': 'Date', 'content': '1968'}]",['Christians'],,,,
